mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_splitter	param_min_samples_split	param_min_samples_leaf	param_min_impurity_decrease	param_max_features	param_criterion	param_ccp_alpha	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.06444287300109863	0.005954822725543399	0.0007955074310302734	2.4782507483308476e-05	best	2	1	0.0	sqrt	entropy	0.03	{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'criterion': 'entropy', 'ccp_alpha': 0.03}	0.6306549906730652	0.5388017296791077	0.6214371919631958	0.6298545598983765	0.623010516166687	0.6087517976760864	0.03516338644348404	1
0.0595736026763916	0.0018761150651213584	0.0007761001586914062	2.760117016576592e-05	best	2	1	0.0	sqrt	entropy	0.025	{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'criterion': 'entropy', 'ccp_alpha': 0.025}	0.6306549906730652	0.5388017296791077	0.6214371919631958	0.6298545598983765	0.623010516166687	0.6087517976760864	0.03516338644348404	1
0.04181313514709473	0.0017499361756784417	0.0007958889007568359	4.2031349502940035e-05	best	4	3	0.0	log2	entropy	0.03	{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'criterion': 'entropy', 'ccp_alpha': 0.03}	0.5400745868682861	0.5396654605865479	0.579395055770874	0.6598324775695801	0.6052513718605042	0.5848437905311584	0.04497738178938381	3
0.05772995948791504	0.003494442129317265	0.0008196353912353516	0.00010998209515576397	best	4	1	0.0	sqrt	entropy	0.0	{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'criterion': 'entropy', 'ccp_alpha': 0.0}	0.587134599685669	0.5757144093513489	0.6077583432197571	0.5797708034515381	0.5333986282348633	0.5767553567886352	0.024326513321038915	4
0.009128141403198241	0.0018483058653499123	0.0006363868713378906	0.000141442987012828	random	4	3	0.0	sqrt	entropy	0.005	{'splitter': 'random', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'criterion': 'entropy', 'ccp_alpha': 0.005}	0.6086377501487732	0.6181602478027344	0.5294556021690369	0.5525259971618652	0.5449578166007996	0.5707474827766419	0.03573735153179279	5
0.0349482536315918	0.0018021827752521533	0.0008522987365722657	5.784064211852809e-05	best	4	2	0.0	sqrt	gini	0.0	{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'criterion': 'gini', 'ccp_alpha': 0.0}	0.5627027750015259	0.5886097550392151	0.5741317272186279	0.5748488306999207	0.5086313486099243	0.5617848873138428	0.02781663457526421	6
0.006861400604248047	0.0012174406767908013	0.0006401538848876953	0.00011794005868936242	random	4	3	0.0	log2	entropy	0.005	{'splitter': 'random', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'criterion': 'entropy', 'ccp_alpha': 0.005}	0.5476105809211731	0.5987818837165833	0.4767785966396332	0.5673089623451233	0.5938001275062561	0.5568560302257538	0.04411299356715885	7
0.05137038230895996	0.008358968611237265	0.0008495330810546875	2.0823320917117455e-05	best	2	1	0.0	log2	entropy	0.0	{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'criterion': 'entropy', 'ccp_alpha': 0.0}	0.5985097289085388	0.5540090203285217	0.5413199663162231	0.5584041476249695	0.5264291167259216	0.555734395980835	0.024109785469071908	8
0.011341047286987305	0.00024862041589213514	0.0007824420928955079	2.12769848135137e-05	random	3	2	0.0	sqrt	entropy	0.01	{'splitter': 'random', 'min_samples_split': 3, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'criterion': 'entropy', 'ccp_alpha': 0.01}	0.5493355393409729	0.5500553250312805	0.577411413192749	0.5998779535293579	0.499894917011261	0.5553150296211242	0.03349302026473028	9
0.007356834411621094	0.001252402664664999	0.000804281234741211	0.00011525742993601876	random	4	1	0.0	sqrt	entropy	0.0	{'splitter': 'random', 'min_samples_split': 4, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'criterion': 'entropy', 'ccp_alpha': 0.0}	0.5031294822692871	0.5280758142471313	0.5494090914726257	0.5946636199951172	0.5819231271743774	0.5514402270317078	0.03370880673148927	10
0.010979604721069337	0.0010188113412277439	0.0007273197174072265	1.2643470103461261e-05	random	3	2	0.0	sqrt	gini	0.005	{'splitter': 'random', 'min_samples_split': 3, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'criterion': 'gini', 'ccp_alpha': 0.005}	0.569412112236023	0.576194167137146	0.5547326803207397	0.5409266948699951	0.49809154868125916	0.5478714406490326	0.027711084844265176	11
0.02837657928466797	0.000997483044693332	0.0007131576538085937	3.2958865717391713e-05	best	2	1	0.0	log2	gini	0.035	{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'criterion': 'gini', 'ccp_alpha': 0.035}	0.5400745868682861	0.5614791512489319	0.579395055770874	0.5414423942565918	0.5131350755691528	0.5471052527427673	0.022292202690354545	12
0.040669584274291994	0.004471148476776516	0.0006907939910888672	7.736065330015478e-05	best	2	2	0.0	log2	entropy	0.03	{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'criterion': 'entropy', 'ccp_alpha': 0.03}	0.5400745868682861	0.5396654605865479	0.579395055770874	0.5414423942565918	0.5131874084472656	0.5427529811859131	0.021143268143433282	13
0.034870481491088866	0.0032586182293007217	0.0005145072937011719	1.7064508962760905e-05	best	2	1	0.0	log2	entropy	0.035	{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'criterion': 'entropy', 'ccp_alpha': 0.035}	0.5400745868682861	0.5377920269966125	0.579395055770874	0.5414423942565918	0.5131874084472656	0.5423782944679261	0.021211154005660596	14
0.011814403533935546	0.0043308939091972545	0.0007283687591552734	3.388933714358116e-05	random	2	1	0.0	log2	gini	0.01	{'splitter': 'random', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'criterion': 'gini', 'ccp_alpha': 0.01}	0.5349411368370056	0.524142861366272	0.5126484036445618	0.5249109268188477	0.5358873009681702	0.5265061259269714	0.008477287309520846	15
0.012267017364501953	0.003846478064320447	0.0039444446563720705	0.006455144172157004	random	4	1	0.0	log2	entropy	0.01	{'splitter': 'random', 'min_samples_split': 4, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'criterion': 'entropy', 'ccp_alpha': 0.01}	0.5267875790596008	0.524142861366272	0.5516974329948425	0.5554946064949036	0.3924766480922699	0.5101198256015778	0.06016966832141863	16
0.011205196380615234	0.00465573248368562	0.0007081031799316406	4.4946550133971045e-05	random	3	3	0.0	log2	entropy	0.03	{'splitter': 'random', 'min_samples_split': 3, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'criterion': 'entropy', 'ccp_alpha': 0.03}	0.44763416051864624	0.524142861366272	0.45200657844543457	0.4287625849246979	0.5787521600723267	0.48625966906547546	0.05649976276723495	17
0.010461044311523438	0.00025567119117646394	0.0007128238677978516	3.868128185829945e-05	random	2	1	0.0	sqrt	gini	0.015	{'splitter': 'random', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'criterion': 'gini', 'ccp_alpha': 0.015}	0.5738959908485413	0.37932640314102173	0.5512174367904663	0.4287625849246979	0.39204397797584534	0.4650492787361145	0.08156894959151782	18
0.005791139602661133	0.0003938136110096353	0.0004910945892333985	5.396911966462692e-05	best	3	3	0.1	log2	gini	0.03	{'splitter': 'best', 'min_samples_split': 3, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.1, 'max_features': 'log2', 'criterion': 'gini', 'ccp_alpha': 0.03}	0.45812323689460754	0.4554395079612732	0.4629223942756653	0.44056928157806396	0.4467945396900177	0.4527697920799255	0.008042613794594875	19
0.008319282531738281	0.0004332345350948943	0.00066375732421875	2.0423442599145943e-05	best	2	2	0.1	log2	gini	0.03	{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'max_features': 'log2', 'criterion': 'gini', 'ccp_alpha': 0.03}	0.45812323689460754	0.4554395079612732	0.4629223942756653	0.44056928157806396	0.4467945396900177	0.4527697920799255	0.008042613794594875	19
0.009073877334594726	0.0016322061369689717	0.0006075382232666015	9.9445804068234e-05	best	2	3	0.1	sqrt	gini	0.015	{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.1, 'max_features': 'sqrt', 'criterion': 'gini', 'ccp_alpha': 0.015}	0.45812323689460754	0.4554395079612732	0.4629223942756653	0.44056928157806396	0.4467945396900177	0.4527697920799255	0.008042613794594875	19
0.00952916145324707	0.0013959022006820667	0.0005761623382568359	0.00011378833355475345	best	3	3	0.1	sqrt	gini	0.035	{'splitter': 'best', 'min_samples_split': 3, 'min_samples_leaf': 3, 'min_impurity_decrease': 0.1, 'max_features': 'sqrt', 'criterion': 'gini', 'ccp_alpha': 0.035}	0.45812323689460754	0.4554395079612732	0.4629223942756653	0.44056928157806396	0.4467945396900177	0.4527697920799255	0.008042613794594875	19
