mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_C	param_decision_function_shape	param_gamma	param_shrinking	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.7123026371002197	0.06204629014901685	0.17935900688171386	0.011250861144113557	3	ovr	scale	False	{'C': 3, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'shrinking': False}	0.6980425119400024	0.6870760917663574	0.6725764274597168	0.6878027319908142	0.6639798879623413	0.6818955302238464	0.012085314916243801	1
0.7934351921081543	0.08366470465419439	0.16914701461791992	0.03586191930180071	3	ovr	scale	True	{'C': 3, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'shrinking': True}	0.6980425119400024	0.6870760917663574	0.6725764274597168	0.6878027319908142	0.6639798879623413	0.6818955302238464	0.012085314916243801	1
0.9461870670318604	0.13576200625457358	0.186646032333374	0.0030107532961272184	3	ovo	scale	True	{'C': 3, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'shrinking': True}	0.6980425119400024	0.6870760917663574	0.6725764274597168	0.6878027319908142	0.6639798879623413	0.6818955302238464	0.012085314916243801	1
0.9917887687683106	0.13929077060558492	0.16637234687805175	0.03595577195585688	3	ovo	scale	False	{'C': 3, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'shrinking': False}	0.6980425119400024	0.6870760917663574	0.6725764274597168	0.6878027319908142	0.6639798879623413	0.6818955302238464	0.012085314916243801	1
0.9346848964691162	0.1854807916785831	0.21786537170410156	0.032971042266377516	2	ovo	scale	False	{'C': 2, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'shrinking': False}	0.6952231526374817	0.6898536086082458	0.6667481660842896	0.6822645664215088	0.6640818119049072	0.6796342611312867	0.01234744693988094	5
1.0100539207458497	0.11094874658931916	0.23282575607299805	0.030063285402970895	2	ovr	scale	True	{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'shrinking': True}	0.6952231526374817	0.6898536086082458	0.6667481660842896	0.6822645664215088	0.6640818119049072	0.6796342611312867	0.01234744693988094	5
1.064934253692627	0.12019344059641206	0.23507003784179686	0.04716364646895246	2	ovr	scale	False	{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'shrinking': False}	0.6952231526374817	0.6898536086082458	0.6667481660842896	0.6822645664215088	0.6640818119049072	0.6796342611312867	0.01234744693988094	5
0.8033179759979248	0.0650773854559391	0.22725658416748046	0.0729212293059297	2	ovo	scale	True	{'C': 2, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'shrinking': True}	0.6952231526374817	0.6898536086082458	0.6667481660842896	0.6822645664215088	0.6640818119049072	0.6796342611312867	0.01234744693988094	5
0.8378493309020996	0.0791316990205816	0.22902512550354004	0.04208884471090264	1	ovr	scale	False	{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'shrinking': False}	0.6904135346412659	0.669857382774353	0.6549360156059265	0.6792157292366028	0.6611087322235107	0.6711062788963318	0.012661132691046	9
1.0239588737487793	0.1731148106877629	0.34518017768859866	0.05388093095210749	1	ovr	scale	True	{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'shrinking': True}	0.6904135346412659	0.669857382774353	0.6549360156059265	0.6792157292366028	0.6611087322235107	0.6711062788963318	0.012661132691046	9
0.9725977897644043	0.2829546262259033	0.2666388988494873	0.06958081327539377	1	ovo	scale	True	{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'shrinking': True}	0.6904135346412659	0.669857382774353	0.6549360156059265	0.6792157292366028	0.6611087322235107	0.6711062788963318	0.012661132691046	9
