mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_alpha	param_class_weight	param_penalty	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.21561269760131835	0.17775861755196548	0.13839707374572754	0.10139324371006665	0.0001	balanced	l1	{'alpha': 0.0001, 'class_weight': 'balanced', 'penalty': 'l1'}	0.5202754735946655	0.7046427130699158	0.6294280886650085	0.5847973823547363	0.5663138031959534	0.601091492176056	0.0625012521061783	1
0.2526089668273926	0.17891593395036143	0.17187671661376952	0.024103192329258803	0.0001	balanced	l1	{'alpha': 0.0001, 'class_weight': 'balanced', 'penalty': 'l1'}	0.5202754735946655	0.7046427130699158	0.6294280886650085	0.5847973823547363	0.5663138031959534	0.601091492176056	0.0625012521061783	1
0.32778754234313967	0.24139397828105805	0.1851651668548584	0.08316283373433304	0.0001		l1	{'alpha': 0.0001, 'class_weight': None, 'penalty': 'l1'}	0.49373236298561096	0.5764841437339783	0.622308611869812	0.6477767825126648	0.6313526630401611	0.5943309128284454	0.05558488646436726	3
0.5068916797637939	0.15275271083535272	0.3014652252197266	0.10988503934002283	0.0001		l1	{'alpha': 0.0001, 'class_weight': None, 'penalty': 'l1'}	0.49373236298561096	0.5764841437339783	0.622308611869812	0.6477767825126648	0.6313526630401611	0.5943309128284454	0.05558488646436726	3
0.14133996963500978	0.10670901990679812	0.27597413063049314	0.1055889873560666	0.001	balanced		{'alpha': 0.001, 'class_weight': 'balanced', 'penalty': None}	0.6150221824645996	0.4282660484313965	0.6294280886650085	0.6762557029724121	0.5764873623847961	0.5850918769836426	0.08466492094596109	5
0.11544795036315918	0.11038782715018547	0.2259058952331543	0.08150421575227161	0.0001	balanced		{'alpha': 0.0001, 'class_weight': 'balanced', 'penalty': None}	0.6150221824645996	0.4282660484313965	0.6294280886650085	0.6762557029724121	0.5764873623847961	0.5850918769836426	0.08466492094596109	5
0.0878878116607666	0.06265424033637039	0.16112585067749025	0.03271160963136859	0.0001	balanced		{'alpha': 0.0001, 'class_weight': 'balanced', 'penalty': None}	0.6150221824645996	0.4282660484313965	0.6294280886650085	0.6762557029724121	0.5764873623847961	0.5850918769836426	0.08466492094596109	5
0.032052803039550784	0.018047717159394006	0.33977694511413575	0.07516590991952064	0.01	balanced		{'alpha': 0.01, 'class_weight': 'balanced', 'penalty': None}	0.6150221824645996	0.4282660484313965	0.6294280886650085	0.6762557029724121	0.5764873623847961	0.5850918769836426	0.08466492094596109	5
0.09309906959533691	0.07854102425777375	0.27832422256469724	0.04697899025172756	0.001		l2	{'alpha': 0.001, 'class_weight': None, 'penalty': 'l2'}	0.6468486785888672	0.33218881487846375	0.6195438504219055	0.6057400703430176	0.6176683902740479	0.5643979609012604	0.11688215101846518	9
0.5734531879425049	0.18644959062240551	0.25205607414245607	0.0952923336348904	0.0001		elasticnet	{'alpha': 0.0001, 'class_weight': None, 'penalty': 'elasticnet'}	0.6719719767570496	0.625113308429718	0.25109705328941345	0.6348758935928345	0.6320855617523193	0.563028758764267	0.15681540597545932	10
0.3604515552520752	0.3042221072521927	0.15737738609313964	0.026644978481931578	0.0001		elasticnet	{'alpha': 0.0001, 'class_weight': None, 'penalty': 'elasticnet'}	0.6719719767570496	0.625113308429718	0.25109705328941345	0.6348758935928345	0.6320855617523193	0.563028758764267	0.15681540597545932	10
0.3993873596191406	0.17909969705952172	0.23725519180297852	0.08006561337059598	0.001		elasticnet	{'alpha': 0.001, 'class_weight': None, 'penalty': 'elasticnet'}	0.6195131540298462	0.3686719238758087	0.636967122554779	0.6626543998718262	0.5213863849639893	0.5618385970592499	0.10778146506128919	12
0.7743732929229736	0.5735673630848	0.23087716102600098	0.07995913204623244	0.0001	balanced	elasticnet	{'alpha': 0.0001, 'class_weight': 'balanced', 'penalty': 'elasticnet'}	0.43330177664756775	0.6222019791603088	0.6371246576309204	0.6243357062339783	0.4917260706424713	0.5617380380630493	0.08325268460753385	13
0.3513482093811035	0.3933613798455118	0.2186133861541748	0.1340197520287737	0.0001	balanced	elasticnet	{'alpha': 0.0001, 'class_weight': 'balanced', 'penalty': 'elasticnet'}	0.43330177664756775	0.6222019791603088	0.6371246576309204	0.6243357062339783	0.4917260706424713	0.5617380380630493	0.08325268460753385	13
0.08564515113830566	0.07257006141191183	0.18417811393737793	0.09251848530200217	0.0001		l2	{'alpha': 0.0001, 'class_weight': None, 'penalty': 'l2'}	0.594115674495697	0.5555259585380554	0.6496195793151855	0.5708474516868591	0.4348100423812866	0.5609837412834168	0.07071197812540798	15
0.1710803985595703	0.10651773841458805	0.2574882507324219	0.10947679562378475	0.0001		l2	{'alpha': 0.0001, 'class_weight': None, 'penalty': 'l2'}	0.594115674495697	0.5555259585380554	0.6496195793151855	0.5708474516868591	0.4348100423812866	0.5609837412834168	0.07071197812540798	15
0.39808015823364257	0.1808031392291566	0.36012992858886717	0.14659649367482142	0.001	balanced	l1	{'alpha': 0.001, 'class_weight': 'balanced', 'penalty': 'l1'}	0.5158274173736572	0.5879326462745667	0.6025325059890747	0.5709128975868225	0.5261992812156677	0.5606809496879578	0.03405796620816386	17
0.07826733589172363	0.03273964963777235	0.1514756679534912	0.04474432722235524	0.0001	balanced	l2	{'alpha': 0.0001, 'class_weight': 'balanced', 'penalty': 'l2'}	0.5841339826583862	0.5694924592971802	0.4425528347492218	0.6361792683601379	0.5707667469978333	0.5606250584125518	0.06384926437573618	18
0.05123128890991211	0.030998507556575003	0.10371003150939942	0.08525051760973956	0.0001	balanced	l2	{'alpha': 0.0001, 'class_weight': 'balanced', 'penalty': 'l2'}	0.5841339826583862	0.5694924592971802	0.4425528347492218	0.6361792683601379	0.5707667469978333	0.5606250584125518	0.06384926437573618	18
0.10287528038024903	0.06340604641774811	0.18825230598449708	0.06624880468446234	0.0001			{'alpha': 0.0001, 'class_weight': None, 'penalty': None}	0.419942706823349	0.5499058961868286	0.6028455495834351	0.6341879963874817	0.584749698638916	0.558326369524002	0.07437214346611674	20
0.12996444702148438	0.08458555612530037	0.19422922134399415	0.06934043736374948	0.0001			{'alpha': 0.0001, 'class_weight': None, 'penalty': None}	0.419942706823349	0.5499058961868286	0.6028455495834351	0.6341879963874817	0.584749698638916	0.558326369524002	0.07437214346611674	20
0.0714716911315918	0.010253041224388724	0.3623572826385498	0.1134375510323101	0.01			{'alpha': 0.01, 'class_weight': None, 'penalty': None}	0.419942706823349	0.5499058961868286	0.6028455495834351	0.6341879963874817	0.584749698638916	0.558326369524002	0.07437214346611674	20
0.16674928665161132	0.10015244832336331	0.3892199516296387	0.0851258186395579	0.001			{'alpha': 0.001, 'class_weight': None, 'penalty': None}	0.419942706823349	0.5499058961868286	0.6028455495834351	0.6341879963874817	0.584749698638916	0.558326369524002	0.07437214346611674	20
0.4185822010040283	0.35369809072111136	0.26157917976379397	0.09164210008624629	0.001		l1	{'alpha': 0.001, 'class_weight': None, 'penalty': 'l1'}	0.6169302463531494	0.4857584536075592	0.6228899359703064	0.4202345609664917	0.6440224051475525	0.5579671204090119	0.08863575319787378	24
0.14686102867126466	0.07851482560999674	0.22697772979736328	0.08951509342375502	0.001	balanced	l2	{'alpha': 0.001, 'class_weight': 'balanced', 'penalty': 'l2'}	0.5370243787765503	0.5262313485145569	0.566994845867157	0.5946903228759766	0.48666200041770935	0.54232057929039	0.036704767982616834	25
0.48715934753417967	0.15250809835288529	0.24919500350952148	0.1038323840155614	0.01	balanced	elasticnet	{'alpha': 0.01, 'class_weight': 'balanced', 'penalty': 'elasticnet'}	0.5920584201812744	0.5127279162406921	0.6048294901847839	0.6367111802101135	0.07872095704078674	0.48500959277153016	0.20720443618668005	26
0.49767303466796875	0.14425244690132102	0.26383323669433595	0.09420067709603283	0.001	balanced	elasticnet	{'alpha': 0.001, 'class_weight': 'balanced', 'penalty': 'elasticnet'}	0.4922317862510681	0.269424170255661	0.5022760033607483	0.4859643578529358	0.623111367225647	0.47460153698921204	0.11433174272487441	27
0.14585204124450685	0.06986766876888888	0.30462169647216797	0.10093798449253474	0.01		l2	{'alpha': 0.01, 'class_weight': None, 'penalty': 'l2'}	0.5397394299507141	0.35094431042671204	0.5019685626029968	0.3503724932670593	0.6131195425987244	0.47122886776924133	0.10473416593009163	28
0.075844144821167	0.0389127536335676	0.362152099609375	0.1423498317274858	0.01	balanced	l2	{'alpha': 0.01, 'class_weight': 'balanced', 'penalty': 'l2'}	0.2934074401855469	0.6192128658294678	0.04828045517206192	0.6622519493103027	0.5171947479248047	0.4280694916844368	0.22877679279508956	29
0.3837738990783691	0.18327295901143018	0.3086719989776611	0.15087306314029122	0.01		elasticnet	{'alpha': 0.01, 'class_weight': None, 'penalty': 'elasticnet'}	0.47308558225631714	0.3640595078468323	0.07546538859605789	0.5964168310165405	0.6219501495361328	0.42619549185037614	0.19817485043685076	30
0.37578306198120115	0.11087316137400725	0.3032705307006836	0.04704232869676435	0.01		l1	{'alpha': 0.01, 'class_weight': None, 'penalty': 'l1'}	0.3703906536102295	0.44459351897239685	0.35132327675819397	0.5930361747741699	0.35271939635276794	0.42241260409355164	0.09189288857680926	31
0.519670820236206	0.19199583841819695	0.2536311149597168	0.08229274559377861	0.01	balanced	l1	{'alpha': 0.01, 'class_weight': 'balanced', 'penalty': 'l1'}	0.3428291082382202	0.5858208537101746	0.10206207633018494	0.2994757890701294	0.48755934834480286	0.3635494351387024	0.1659478502248204	32
