mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_power_t	param_penalty	param_loss	param_learning_rate	param_alpha	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.19642653465270996	0.048123107503851785	0.0276430606842041	0.008814121507131647	0.12	l2	squared_epsilon_insensitive	adaptive	0.0001	{'power_t': 0.12, 'penalty': 'l2', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'adaptive', 'alpha': 0.0001}	0.6994798346314987	0.703695506958398	0.676106666305382	0.6708540145180671	0.656908075729787	0.6814088196286265	0.01768084391509992	1
0.15200843811035156	0.0157540891781027	0.009969615936279297	0.0019398028552957353	0.25	l2	squared_epsilon_insensitive	adaptive	0.0001	{'power_t': 0.25, 'penalty': 'l2', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'adaptive', 'alpha': 0.0001}	0.6994798346314987	0.703695506958398	0.676106666305382	0.6708540145180671	0.656908075729787	0.6814088196286265	0.01768084391509992	1
0.19925661087036134	0.021627034642695987	0.01833066940307617	0.011914880538604365	0.12	l2	squared_error	adaptive	0.0001	{'power_t': 0.12, 'penalty': 'l2', 'loss': 'squared_error', 'learning_rate': 'adaptive', 'alpha': 0.0001}	0.7025056389783639	0.6890742014914025	0.6672976811628717	0.6762074403586754	0.6450679931389155	0.6760305910260459	0.019524555802037644	3
0.20995092391967773	0.023421732837016842	0.0012022495269775391	0.0005908899917934173	0.25	elasticnet	squared_error	adaptive	0.0001	{'power_t': 0.25, 'penalty': 'elasticnet', 'loss': 'squared_error', 'learning_rate': 'adaptive', 'alpha': 0.0001}	0.7025056389783639	0.6890742014914025	0.6672976811628717	0.6762074403586754	0.6450679931389155	0.6760305910260459	0.019524555802037644	3
0.351914644241333	0.10087523219030035	0.032605552673339845	0.021516193533072537	0.12	l1	squared_error	adaptive	0.0001	{'power_t': 0.12, 'penalty': 'l1', 'loss': 'squared_error', 'learning_rate': 'adaptive', 'alpha': 0.0001}	0.7052642154400287	0.6919110352243831	0.6642886791824776	0.6733739977198908	0.6423256562025511	0.6754327167538662	0.021844718580380534	5
0.08394856452941894	0.010862348759352138	0.009280109405517578	0.00447030524576379	0.12	elasticnet	squared_epsilon_insensitive	constant	0.0001	{'power_t': 0.12, 'penalty': 'elasticnet', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'constant', 'alpha': 0.0001}	0.6846720298365556	0.6957015590405531	0.6928860603599989	0.6543673134674852	0.6490731954946961	0.6753400316398579	0.019694378390266557	6
0.0933807373046875	0.029983292708156417	0.019884586334228516	0.00498015062150519	0.12	elasticnet	squared_epsilon_insensitive	invscaling	0.001	{'power_t': 0.12, 'penalty': 'elasticnet', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'invscaling', 'alpha': 0.001}	0.6919096811847472	0.6951885690812257	0.6555791142397673	0.6794520915349928	0.6478194275816586	0.6739897767244784	0.019100724194238562	7
0.15556082725524903	0.02569596488002912	0.011405229568481445	0.004954165445575037	0.25	l2	squared_error	adaptive	0.001	{'power_t': 0.25, 'penalty': 'l2', 'loss': 'squared_error', 'learning_rate': 'adaptive', 'alpha': 0.001}	0.7025056389783639	0.6890742014914025	0.6587111260059296	0.6762074403586754	0.6423256562025511	0.6737648126073845	0.021360772245228664	8
0.21012358665466307	0.10080049724104209	0.01333460807800293	0.007074028669591262	0.12	l2	squared_error	adaptive	0.001	{'power_t': 0.12, 'penalty': 'l2', 'loss': 'squared_error', 'learning_rate': 'adaptive', 'alpha': 0.001}	0.7025056389783639	0.6890742014914025	0.6587111260059296	0.6762074403586754	0.6423256562025511	0.6737648126073845	0.021360772245228664	8
0.1807406425476074	0.01614876870277032	0.020671701431274413	0.010502037154000204	0.5	l2	squared_error	adaptive	0.001	{'power_t': 0.5, 'penalty': 'l2', 'loss': 'squared_error', 'learning_rate': 'adaptive', 'alpha': 0.001}	0.7025056389783639	0.6890742014914025	0.6587111260059296	0.6762074403586754	0.6423256562025511	0.6737648126073845	0.021360772245228664	8
0.035211801528930664	0.008350466352571948	0.008178997039794921	0.0010702732055318381	0.5	l2	squared_epsilon_insensitive	constant	0.0001	{'power_t': 0.5, 'penalty': 'l2', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'constant', 'alpha': 0.0001}	0.6815321785164447	0.690072983875566	0.6928860603599989	0.6543673134674852	0.6490731954946961	0.6735863463428381	0.018317697542969347	11
0.037357759475708005	0.007677556248704986	0.006933975219726563	0.002818717855775455	0.25	l2	squared_epsilon_insensitive	constant	0.0001	{'power_t': 0.25, 'penalty': 'l2', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'constant', 'alpha': 0.0001}	0.6815321785164447	0.690072983875566	0.6928860603599989	0.6543673134674852	0.6490731954946961	0.6735863463428381	0.018317697542969347	11
0.03881616592407226	0.005332332343835431	0.0061569690704345705	0.0008623922975823893	0.12	l2	squared_epsilon_insensitive	constant	0.0001	{'power_t': 0.12, 'penalty': 'l2', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'constant', 'alpha': 0.0001}	0.6815321785164447	0.690072983875566	0.6928860603599989	0.6543673134674852	0.6490731954946961	0.6735863463428381	0.018317697542969347	11
0.0395906925201416	0.012872794404467761	0.006069040298461914	0.0028331140394894532	0.12	l2	squared_epsilon_insensitive	constant	0.001	{'power_t': 0.12, 'penalty': 'l2', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'constant', 'alpha': 0.001}	0.681291088405687	0.6893630905478808	0.6928860603599989	0.6543673134674852	0.6463781316394425	0.672857136884099	0.0189089772803659	14
0.093768310546875	0.010819580573318513	0.022675466537475587	0.014616375247332891	0.12	elasticnet	squared_error	constant	0.0001	{'power_t': 0.12, 'penalty': 'elasticnet', 'loss': 'squared_error', 'learning_rate': 'constant', 'alpha': 0.0001}	0.6688108915708586	0.6901599059928869	0.6864410486747133	0.6661342863733161	0.6409071487311782	0.6704906562685906	0.017540113391574	15
0.038763809204101565	0.019358039949866793	0.008688592910766601	0.0015911937909807172	0.12	l2	squared_error	constant	0.001	{'power_t': 0.12, 'penalty': 'l2', 'loss': 'squared_error', 'learning_rate': 'constant', 'alpha': 0.001}	0.6657758958731962	0.6929316294861236	0.6836066914692444	0.6663913424034897	0.6380855632542005	0.6693582244972508	0.01875280801785688	16
0.03559622764587402	0.005265095720893479	0.0039368152618408205	0.0027629049468026155	0.25	l1	squared_epsilon_insensitive	constant	0.0001	{'power_t': 0.25, 'penalty': 'l1', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'constant', 'alpha': 0.0001}	0.6815321785164447	0.694354076116139	0.6652737659279555	0.6576609029487928	0.6463781316394425	0.6690398110297548	0.01705336107574874	17
0.04429917335510254	0.016463481446713998	0.006903505325317383	0.003259932887757613	0.5	l1	squared_error	constant	0.0001	{'power_t': 0.5, 'penalty': 'l1', 'loss': 'squared_error', 'learning_rate': 'constant', 'alpha': 0.0001}	0.6688108915708586	0.6973650475145377	0.680398433809619	0.6629540548494082	0.6352737752809798	0.6689604406050806	0.020535529394906746	18
0.3184321403503418	0.08444764304757674	0.009076166152954101	0.006677359036513841	0.25	elasticnet	squared_epsilon_insensitive	adaptive	0.01	{'power_t': 0.25, 'penalty': 'elasticnet', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'adaptive', 'alpha': 0.01}	0.6818494763353504	0.6770674088506057	0.6556925040991696	0.6734390403878948	0.6514460147635335	0.6678988888873107	0.012075320481388374	19
0.13218464851379394	0.0327916369399057	0.017276716232299805	0.010518877966031976	0.5	elasticnet	squared_epsilon_insensitive	constant	0.001	{'power_t': 0.5, 'penalty': 'elasticnet', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'constant', 'alpha': 0.001}	0.6452939134234185	0.6921864765201634	0.6652737659279555	0.6874106469802967	0.6490731954946961	0.6678475996693061	0.019198257118660148	20
0.09319801330566406	0.027246598267218976	0.005486154556274414	0.0026334385619840176	0.25	elasticnet	squared_epsilon_insensitive	constant	0.001	{'power_t': 0.25, 'penalty': 'elasticnet', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'constant', 'alpha': 0.001}	0.6452939134234185	0.6921864765201634	0.6652737659279555	0.6874106469802967	0.6490731954946961	0.6678475996693061	0.019198257118660148	20
0.08023381233215332	0.02373401696573993	0.013548469543457032	0.007337301908226194	0.25	elasticnet	squared_error	constant	0.001	{'power_t': 0.25, 'penalty': 'elasticnet', 'loss': 'squared_error', 'learning_rate': 'constant', 'alpha': 0.001}	0.6626815935413899	0.6882497154772358	0.6743558189445247	0.6568811125489412	0.6350822539344462	0.6634500988893075	0.017790067578420058	22
0.06256980895996093	0.01841640737325738	0.013685274124145507	0.007553624454065551	0.25	l2	squared_epsilon_insensitive	invscaling	0.001	{'power_t': 0.25, 'penalty': 'l2', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'invscaling', 'alpha': 0.001}	0.6669650740984031	0.6722738337531441	0.6385531948502898	0.6863101924808733	0.6365499911100057	0.6601304572585432	0.01949958334511578	23
0.028333139419555665	0.00936946141356251	0.0052449703216552734	0.0023218222605626074	0.25	l2	squared_epsilon_insensitive	invscaling	0.0001	{'power_t': 0.25, 'penalty': 'l2', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'invscaling', 'alpha': 0.0001}	0.6639372476555744	0.6722738337531441	0.6385531948502898	0.6863101924808733	0.6365499911100057	0.6595248919699774	0.019324155207155823	24
0.11030101776123047	0.028083392823749165	0.014841127395629882	0.010657815481122004	0.25	elasticnet	squared_epsilon_insensitive	invscaling	0.001	{'power_t': 0.25, 'penalty': 'elasticnet', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'invscaling', 'alpha': 0.001}	0.6667234071484159	0.6719638282462923	0.6385531948502898	0.6836182846805675	0.6365499911100057	0.6594817412071142	0.018733318811310046	25
0.2769477367401123	0.04731311484825115	0.012719678878784179	0.005384287125797364	0.25	l1	squared_error	adaptive	0.001	{'power_t': 0.25, 'penalty': 'l1', 'loss': 'squared_error', 'learning_rate': 'adaptive', 'alpha': 0.001}	0.6647735497803186	0.6707570485148451	0.6584819599588545	0.6676622975532075	0.6338203996106739	0.6590990510835799	0.013272746900405577	26
0.09903140068054199	0.02730711171195655	0.014458084106445312	0.008115089294513935	0.25	l1	squared_epsilon_insensitive	invscaling	0.0001	{'power_t': 0.25, 'penalty': 'l1', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'invscaling', 'alpha': 0.0001}	0.6639372476555744	0.669183835553373	0.6413155857064772	0.6836182846805675	0.6365499911100057	0.6589209889411995	0.017611683939548768	27
0.1339097023010254	0.014460224127373104	0.02211761474609375	0.01003387372252233	0.12	elasticnet	squared_error	invscaling	0.0001	{'power_t': 0.12, 'penalty': 'elasticnet', 'loss': 'squared_error', 'learning_rate': 'invscaling', 'alpha': 0.0001}	0.6629880911676347	0.6714118788440181	0.6501421820526544	0.6654892585436311	0.6266598446050008	0.6553382510425878	0.015933453151602172	28
0.10664048194885253	0.02027063077775043	0.0384861946105957	0.01873709241080896	0.12	elasticnet	squared_error	invscaling	0.0001	{'power_t': 0.12, 'penalty': 'elasticnet', 'loss': 'squared_error', 'learning_rate': 'invscaling', 'alpha': 0.0001}	0.6629880911676347	0.6714118788440181	0.6501421820526544	0.6654892585436311	0.6266598446050008	0.6553382510425878	0.015933453151602172	28
0.06336898803710937	0.014977509837489427	0.010134315490722657	0.004719619985652804	0.12	l1	squared_error	invscaling	0.0001	{'power_t': 0.12, 'penalty': 'l1', 'loss': 'squared_error', 'learning_rate': 'invscaling', 'alpha': 0.0001}	0.6572889667840247	0.6714118788440181	0.6468685215116085	0.6684203484805046	0.6238715704047324	0.6535722572049776	0.01720234119821075	30
0.12700328826904297	0.02002050870063001	0.031157398223876955	0.019240976138590705	0.25	l1	squared_error	invscaling	0.0001	{'power_t': 0.25, 'penalty': 'l1', 'loss': 'squared_error', 'learning_rate': 'invscaling', 'alpha': 0.0001}	0.6512048747371438	0.6468757243020454	0.6406185113294477	0.6651654197915137	0.620303275906661	0.6448335612133623	0.014680940583580484	31
0.10447578430175782	0.02133646820453156	0.022312021255493163	0.012870389936456271	0.25	elasticnet	squared_error	invscaling	0.0001	{'power_t': 0.25, 'penalty': 'elasticnet', 'loss': 'squared_error', 'learning_rate': 'invscaling', 'alpha': 0.0001}	0.6512048747371438	0.6468757243020454	0.6378115234144444	0.6651654197915137	0.620303275906661	0.6442721636303617	0.014883659598281945	32
0.10641565322875976	0.025988152293274124	0.017238569259643555	0.009027267087201075	0.25	elasticnet	squared_error	invscaling	0.01	{'power_t': 0.25, 'penalty': 'elasticnet', 'loss': 'squared_error', 'learning_rate': 'invscaling', 'alpha': 0.01}	0.64626036760887	0.6470885513353957	0.6524596864046789	0.6475676499261127	0.6256843365775399	0.6438121183705194	0.009319118630114831	33
0.073173189163208	0.01768617727646283	0.009415531158447265	0.002959598571760243	0.25	elasticnet	squared_error	constant	0.01	{'power_t': 0.25, 'penalty': 'elasticnet', 'loss': 'squared_error', 'learning_rate': 'constant', 'alpha': 0.01}	0.633040963027028	0.6512603492982854	0.6467678088163581	0.6541362604626829	0.6320594504008896	0.6434529664010487	0.00921192923394711	34
0.0420346736907959	0.016609361704886777	0.005626487731933594	0.0023930368609764835	0.25	l1	squared_epsilon_insensitive	constant	0.01	{'power_t': 0.25, 'penalty': 'l1', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'constant', 'alpha': 0.01}	0.6152402617305319	0.6519429003102734	0.6620165448508909	0.6343787567520971	0.6143828732340137	0.6355922673755614	0.019136879469333453	35
0.056098127365112306	0.012497037019861131	0.007093477249145508	0.00431629707039018	0.12	l1	squared_epsilon_insensitive	constant	0.01	{'power_t': 0.12, 'penalty': 'l1', 'loss': 'squared_epsilon_insensitive', 'learning_rate': 'constant', 'alpha': 0.01}	0.6152402617305319	0.6519429003102734	0.6620165448508909	0.6343787567520971	0.6143828732340137	0.6355922673755614	0.019136879469333453	35
0.21275882720947265	0.047233001064535166	0.007802915573120117	0.0026022941207197257	0.25	elasticnet	epsilon_insensitive	optimal	0.001	{'power_t': 0.25, 'penalty': 'elasticnet', 'loss': 'epsilon_insensitive', 'learning_rate': 'optimal', 'alpha': 0.001}	0.6123567485261462	0.645726406288236	0.621600508488999	0.6535246622959426	0.5988322744018207	0.6264081200002288	0.020442526655936915	37
0.2940225124359131	0.020276211295860522	0.014055585861206055	0.011009111777536005	0.12	elasticnet	epsilon_insensitive	optimal	0.001	{'power_t': 0.12, 'penalty': 'elasticnet', 'loss': 'epsilon_insensitive', 'learning_rate': 'optimal', 'alpha': 0.001}	0.6123567485261462	0.645726406288236	0.621600508488999	0.6535246622959426	0.5988322744018207	0.6264081200002288	0.020442526655936915	37
0.4134878158569336	0.102072305155463	0.027512025833129884	0.010773739568375644	0.5	l1	epsilon_insensitive	adaptive	0.0001	{'power_t': 0.5, 'penalty': 'l1', 'loss': 'epsilon_insensitive', 'learning_rate': 'adaptive', 'alpha': 0.0001}	0.5994086408370275	0.6460875194330721	0.6279790851862513	0.6418151295935879	0.591274367531142	0.6213129485162161	0.02218409887125763	39
0.15175366401672363	0.021878970022028803	0.008799934387207031	0.0018116567572195007	0.12	l2	epsilon_insensitive	adaptive	0.0001	{'power_t': 0.12, 'penalty': 'l2', 'loss': 'epsilon_insensitive', 'learning_rate': 'adaptive', 'alpha': 0.0001}	0.6024707796013514	0.6460875194330721	0.6250710824582699	0.6389595694370669	0.5915216947731441	0.6208221291405809	0.020883715069248823	40
0.12735815048217775	0.030338202031891075	0.008571338653564454	0.003481247047662421	0.12	l2	epsilon_insensitive	adaptive	0.0001	{'power_t': 0.12, 'penalty': 'l2', 'loss': 'epsilon_insensitive', 'learning_rate': 'adaptive', 'alpha': 0.0001}	0.6024707796013514	0.6460875194330721	0.6250710824582699	0.6389595694370669	0.5915216947731441	0.6208221291405809	0.020883715069248823	40
0.2874300003051758	0.09736570172025547	0.012080192565917969	0.007539269983123465	0.25	elasticnet	epsilon_insensitive	adaptive	0.0001	{'power_t': 0.25, 'penalty': 'elasticnet', 'loss': 'epsilon_insensitive', 'learning_rate': 'adaptive', 'alpha': 0.0001}	0.6024707796013514	0.6431258037549142	0.6250710824582699	0.6389595694370669	0.5943079903573225	0.620787045121785	0.019412571581290006	42
0.2145451545715332	0.05978406304496115	0.004561996459960938	0.007092081174437213	0.5	elasticnet	epsilon_insensitive	adaptive	0.001	{'power_t': 0.5, 'penalty': 'elasticnet', 'loss': 'epsilon_insensitive', 'learning_rate': 'adaptive', 'alpha': 0.001}	0.5994086408370275	0.6460875194330721	0.6279263315833378	0.6418151295935879	0.5882412434039044	0.6206957729701859	0.023019502489425515	43
0.13879694938659667	0.007813774982214456	0.007042455673217774	0.002240425075654907	0.25	l2	epsilon_insensitive	adaptive	0.001	{'power_t': 0.25, 'penalty': 'l2', 'loss': 'epsilon_insensitive', 'learning_rate': 'adaptive', 'alpha': 0.001}	0.5994086408370275	0.6431258037549142	0.6279790851862513	0.6389595694370669	0.5882412434039044	0.6195428685238328	0.02186097765304785	44
0.11002082824707031	0.019701781188196838	0.0052581787109375	0.00212461952341084	0.25	l2	epsilon_insensitive	optimal	0.001	{'power_t': 0.25, 'penalty': 'l2', 'loss': 'epsilon_insensitive', 'learning_rate': 'optimal', 'alpha': 0.001}	0.6049550388368994	0.6429742527810353	0.6432615664472024	0.6393371009732448	0.5613659424724068	0.6183787803021576	0.031918652949267594	45
0.11657462120056153	0.029568795047806785	0.010940217971801757	0.0056383177636523925	0.5	l2	epsilon_insensitive	optimal	0.001	{'power_t': 0.5, 'penalty': 'l2', 'loss': 'epsilon_insensitive', 'learning_rate': 'optimal', 'alpha': 0.001}	0.6049550388368994	0.6429742527810353	0.6432615664472024	0.6393371009732448	0.5613659424724068	0.6183787803021576	0.031918652949267594	45
