mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_lambda_2	param_lambda_1	param_alpha_2	param_alpha_1	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
5.219063663482666	3.8312121532669376	0.001540374755859375	0.0006942072608767825	0.001	1e-05	0.001	1e-05	{'lambda_2': 0.001, 'lambda_1': 1e-05, 'alpha_2': 0.001, 'alpha_1': 1e-05}	0.7196089291091122	0.6806274194090739	0.6693726715653402	0.6618589640558497	0.6345045019678169	0.6731944972214385	0.027747303349774304	1
7.00758466720581	6.011249681640574	0.00349278450012207	0.0035006741070921785	0.001	1e-05	1e-06	0.001	{'lambda_2': 0.001, 'lambda_1': 1e-05, 'alpha_2': 1e-06, 'alpha_1': 0.001}	0.7196089291091122	0.6806274194090739	0.6693726715653402	0.6618589640558497	0.6345045019678169	0.6731944972214385	0.027747303349774304	1
4.9280332088470455	2.7077904349280355	0.0011614322662353515	0.00020593346493551605	0.001	1e-06	0.001	0.0001	{'lambda_2': 0.001, 'lambda_1': 1e-06, 'alpha_2': 0.001, 'alpha_1': 0.0001}	0.7196089291091122	0.6806274194090739	0.6693726715653402	0.6618589640558497	0.6345045019678169	0.6731944972214385	0.027747303349774304	1
4.601427125930786	2.116598612351342	0.003471660614013672	0.00284990312733728	0.001	1e-07	1e-07	0.001	{'lambda_2': 0.001, 'lambda_1': 1e-07, 'alpha_2': 1e-07, 'alpha_1': 0.001}	0.7196089291091122	0.6806274194090739	0.6693726715653402	0.6618589640558497	0.6345045019678169	0.6731944972214385	0.027747303349774304	1
3.9618600368499757	1.6041856582968241	0.0016294956207275391	0.0008586568728123905	0.001	0.0001	1e-06	1e-07	{'lambda_2': 0.001, 'lambda_1': 0.0001, 'alpha_2': 1e-06, 'alpha_1': 1e-07}	0.7196089291091122	0.6806274194090739	0.6693726715653402	0.6618589640558497	0.6345045019678169	0.6731944972214385	0.027747303349774304	1
2.363207292556763	2.214632134770398	0.0012228012084960938	0.00027346028585309385	0.001	0.001	0.001	0.001	{'lambda_2': 0.001, 'lambda_1': 0.001, 'alpha_2': 0.001, 'alpha_1': 0.001}	0.7196089291091122	0.6806274194090739	0.6693726715653402	0.6618589640558497	0.6345045019678169	0.6731944972214385	0.027747303349774304	1
3.419372320175171	0.9386569961895311	0.0009210109710693359	0.00035359180985488036	0.001	1e-07	1e-05	0.001	{'lambda_2': 0.001, 'lambda_1': 1e-07, 'alpha_2': 1e-05, 'alpha_1': 0.001}	0.7196089291091122	0.6806274194090739	0.6693726715653402	0.6618589640558497	0.6345045019678169	0.6731944972214385	0.027747303349774304	1
6.87921724319458	2.1775970067132446	0.0050738811492919925	0.003537853449163854	0.001	1e-05	0.001	0.001	{'lambda_2': 0.001, 'lambda_1': 1e-05, 'alpha_2': 0.001, 'alpha_1': 0.001}	0.7196089291091122	0.6806274194090739	0.6693726715653402	0.6618589640558497	0.6345045019678169	0.6731944972214385	0.027747303349774304	1
4.015938854217529	1.9522613639592064	0.004555225372314453	0.004426100624906211	0.001	1e-07	0.001	1e-07	{'lambda_2': 0.001, 'lambda_1': 1e-07, 'alpha_2': 0.001, 'alpha_1': 1e-07}	0.7196089291091122	0.6806274194090739	0.6693726715653402	0.6618589640558497	0.6345045019678169	0.6731944972214385	0.027747303349774304	1
3.334065294265747	1.6213798357723015	0.005243730545043945	0.004684388820154042	0.001	0.0001	1e-05	0.0001	{'lambda_2': 0.001, 'lambda_1': 0.0001, 'alpha_2': 1e-05, 'alpha_1': 0.0001}	0.7196089291091122	0.6806274194090739	0.6693726715653402	0.6618589640558497	0.6345045019678169	0.6731944972214385	0.027747303349774304	1
