mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_bootstrap	param_ccp_alpha	param_class_weight	param_criterion	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
4.876483392715454	1.023051221013475	0.031647872924804685	0.003700225830566764	False	0	balanced	entropy	{'bootstrap': False, 'ccp_alpha': 0, 'class_weight': 'balanced', 'criterion': 'entropy'}	0.7612990140914917	0.7491859793663025	0.7577078938484192	0.7419925332069397	0.7139472365379333	0.7448265314102173	0.016839473673821645	1
4.9595331192016605	0.8336431761494167	0.03269038200378418	0.004192384881017908	False	0	balanced_subsample	entropy	{'bootstrap': False, 'ccp_alpha': 0, 'class_weight': 'balanced_subsample', 'criterion': 'entropy'}	0.7612990140914917	0.7491859793663025	0.7577078938484192	0.7419925332069397	0.7139472365379333	0.7448265314102173	0.016839473673821645	1
3.4097171783447267	0.5024454073323034	0.031655168533325194	0.004328335988337628	True	0	balanced	entropy	{'bootstrap': True, 'ccp_alpha': 0, 'class_weight': 'balanced', 'criterion': 'entropy'}	0.7470787167549133	0.7517145276069641	0.757541835308075	0.721923828125	0.7343087792396545	0.7425135374069214	0.012826558430411509	3
3.9029815196990967	0.04879481369382225	0.03553352355957031	0.0018570402317767644	True	0	balanced_subsample	entropy	{'bootstrap': True, 'ccp_alpha': 0, 'class_weight': 'balanced_subsample', 'criterion': 'entropy'}	0.7467656135559082	0.7425928115844727	0.7489532828330994	0.7305082082748413	0.7227101922035217	0.7383060216903686	0.01007314472660232	4
2.243735122680664	0.25965891728757357	0.031601476669311526	0.0030994380305343844	True	0	balanced_subsample	gini	{'bootstrap': True, 'ccp_alpha': 0, 'class_weight': 'balanced_subsample', 'criterion': 'gini'}	0.7646418213844299	0.7283267974853516	0.742854118347168	0.7333750128746033	0.7196491360664368	0.7377693772315979	0.015393496920513491	5
3.432250499725342	0.5499739218025483	0.02492833137512207	0.003674738550832251	True	0.005	balanced	entropy	{'bootstrap': True, 'ccp_alpha': 0.005, 'class_weight': 'balanced', 'criterion': 'entropy'}	0.7532818913459778	0.724402904510498	0.7576553821563721	0.7374066710472107	0.7056687474250793	0.7356831192970276	0.01909750511414743	6
1.9730593681335449	0.31191584379997767	0.029506635665893555	0.003307256364057459	True	0	balanced	gini	{'bootstrap': True, 'ccp_alpha': 0, 'class_weight': 'balanced', 'criterion': 'gini'}	0.7600159645080566	0.7261745929718018	0.7459763288497925	0.7190814018249512	0.7195723652839661	0.7341641306877136	0.016199298612930377	7
3.402969551086426	0.40417414166585325	0.035087871551513675	0.00364256355022198	False	0	balanced_subsample	gini	{'bootstrap': False, 'ccp_alpha': 0, 'class_weight': 'balanced_subsample', 'criterion': 'gini'}	0.755547046661377	0.736521303653717	0.7372151613235474	0.7219425439834595	0.7080255150794983	0.7318503141403199	0.015986993590277523	8
3.552561902999878	0.08127550900962054	0.03510279655456543	0.0018864987089749355	False	0	balanced	gini	{'bootstrap': False, 'ccp_alpha': 0, 'class_weight': 'balanced', 'criterion': 'gini'}	0.755547046661377	0.736521303653717	0.7372151613235474	0.7219425439834595	0.7080255150794983	0.7318503141403199	0.015986993590277523	8
3.6596733570098876	0.39894650060845777	0.028275775909423827	0.0006744708537835605	True	0.005	balanced_subsample	entropy	{'bootstrap': True, 'ccp_alpha': 0.005, 'class_weight': 'balanced_subsample', 'criterion': 'entropy'}	0.7476029396057129	0.7223802208900452	0.7450042366981506	0.7231659889221191	0.7083262205123901	0.7292959213256835	0.01487971388255171	10
4.942891073226929	1.0230613616874331	0.0228668212890625	0.0038516972257879815	False	0.005	balanced	entropy	{'bootstrap': False, 'ccp_alpha': 0.005, 'class_weight': 'balanced', 'criterion': 'entropy'}	0.7495246529579163	0.7160411477088928	0.7269188761711121	0.7121270298957825	0.7060924172401428	0.7221408247947693	0.015282260001021217	11
6.221074962615967	0.04987561186578721	0.026937055587768554	0.0008102060450909739	False	0.005	balanced_subsample	entropy	{'bootstrap': False, 'ccp_alpha': 0.005, 'class_weight': 'balanced_subsample', 'criterion': 'entropy'}	0.7495246529579163	0.7160411477088928	0.7269188761711121	0.7121270298957825	0.7060924172401428	0.7221408247947693	0.015282260001021217	11
2.0951417446136475	0.3030266015489656	0.022538185119628906	0.003708226990670492	True	0.005	balanced_subsample	gini	{'bootstrap': True, 'ccp_alpha': 0.005, 'class_weight': 'balanced_subsample', 'criterion': 'gini'}	0.7368953227996826	0.7146695852279663	0.7300116419792175	0.720729410648346	0.7065380811691284	0.7217688083648681	0.01077228028424974	13
