mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_algorithm	param_learning_rate	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
4.783679580688476	0.4695160676395653	0.04694619178771973	0.010896236046446428	SAMME.R	0.25	{'algorithm': 'SAMME.R', 'learning_rate': 0.25}	0.7921854257583618	0.7648420929908752	0.7413793206214905	0.744756817817688	0.7341479659080505	0.7554623246192932	0.02099431816815046	1
3.4381412506103515	0.13487725973500714	0.06588044166564941	0.028989766868077554	SAMME.R	0.5	{'algorithm': 'SAMME.R', 'learning_rate': 0.5}	0.7778401970863342	0.7614365816116333	0.730552613735199	0.7449313402175903	0.7202010154724121	0.7469923496246338	0.02074856039469192	2
4.2991234302520756	0.7583978141600972	0.028510093688964844	0.014663491578086085	SAMME	0.25	{'algorithm': 'SAMME', 'learning_rate': 0.25}	0.7712857723236084	0.7484527230262756	0.7224947810173035	0.7276443243026733	0.7166308164596558	0.7373016834259033	0.020095062416849226	3
3.8888189792633057	0.9121266372048471	0.04909248352050781	0.024833358031293155	SAMME.R	1.0	{'algorithm': 'SAMME.R', 'learning_rate': 1.0}	0.7637633681297302	0.7322582602500916	0.7126436829566956	0.724800169467926	0.7172192931175232	0.7301369547843933	0.018091972977217072	4
4.60265622138977	0.25195156423500736	0.030562353134155274	0.013541550571007975	SAMME	0.5	{'algorithm': 'SAMME', 'learning_rate': 0.5}	0.7577505111694336	0.7362037897109985	0.7248182892799377	0.7247826457023621	0.705177903175354	0.7297466278076172	0.017195722097250673	5
4.250146532058716	0.6883976259367263	0.05101833343505859	0.01809670529084827	SAMME.R	0.75	{'algorithm': 'SAMME.R', 'learning_rate': 0.75}	0.7575246095657349	0.7571085691452026	0.7031441926956177	0.7162361741065979	0.7030834555625916	0.727419400215149	0.02487713339693098	6
4.420095348358155	0.5775912900117766	0.03509368896484375	0.011488740655420372	SAMME	1.0	{'algorithm': 'SAMME', 'learning_rate': 1.0}	0.7571477890014648	0.7317599654197693	0.7137365341186523	0.7162901759147644	0.697311520576477	0.7232491970062256	0.020165463082146267	7
5.011562824249268	0.3714367405042331	0.041722583770751956	0.0072725510586907766	SAMME	0.75	{'algorithm': 'SAMME', 'learning_rate': 0.75}	0.7487501502037048	0.7259805202484131	0.707615315914154	0.7162138819694519	0.7058579325675964	0.720883560180664	0.015659805408261555	8
4.890398645401001	0.34949843197442576	0.03284454345703125	0.0048177776042518435	SAMME	1.25	{'algorithm': 'SAMME', 'learning_rate': 1.25}	0.7393220663070679	0.7469406723976135	0.7140687108039856	0.699090838432312	0.6913037300109863	0.718145203590393	0.02180729174967682	9
5.068341493606567	0.24900151319727337	0.03902587890625	0.009730297823630453	SAMME	1.5	{'algorithm': 'SAMME', 'learning_rate': 1.5}	0.7100946307182312	0.7364827394485474	0.7057309746742249	0.6936084032058716	0.7190418243408203	0.7129917144775391	0.014319610862034881	10
4.0216389179229735	0.5781922498665554	0.05236825942993164	0.007323055728511246	SAMME.R	1.25	{'algorithm': 'SAMME.R', 'learning_rate': 1.25}	0.7657635807991028	0.719712495803833	0.6740895509719849	0.7047991156578064	0.698133111000061	0.7124995708465576	0.030430586087238462	11
3.60284309387207	1.0015071199215073	0.034140729904174806	0.012660051096696637	SAMME.R	1.75	{'algorithm': 'SAMME.R', 'learning_rate': 1.75}	0.7138206958770752	0.7250396013259888	0.7102959752082825	0.6962208151817322	0.6845442056655884	0.7059842586517334	0.014128746815798317	12
4.011432123184204	0.4557370116867432	0.04189839363098145	0.015002562558778928	SAMME.R	1.5	{'algorithm': 'SAMME.R', 'learning_rate': 1.5}	0.7462116479873657	0.7050029039382935	0.6747516989707947	0.6998893618583679	0.686631977558136	0.7024975180625915	0.024271590161442137	13
4.524390029907226	0.20548912582488993	0.03277149200439453	0.007717183149054624	SAMME	1.75	{'algorithm': 'SAMME', 'learning_rate': 1.75}	0.708053708076477	0.6924118995666504	0.6896551847457886	0.6820321083068848	0.6621148586273193	0.686853551864624	0.014989598129732128	14
