mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_alpha	param_l1_ratio	param_selection	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.04464035034179688	0.02902358880703736	0.0020645618438720702	0.0012656826182306556	0.0625	0.1	cyclic	{'alpha': 0.0625, 'l1_ratio': 0.1, 'selection': 'cyclic'}	0.6432192325592041	0.5976788997650146	0.6397212743759155	0.6189131140708923	0.5945608615875244	0.6188186764717102	0.020335419332525882	1
0.02977743148803711	0.015883038686949288	0.0027722835540771483	0.00249670683105041	0.0625	0.1	random	{'alpha': 0.0625, 'l1_ratio': 0.1, 'selection': 'random'}	0.6432192325592041	0.5976788997650146	0.6397212743759155	0.6189131140708923	0.5945608615875244	0.6188186764717102	0.020335419332525882	1
0.024946212768554688	0.0069169743412652645	0.0036039829254150392	0.003056399196212543	0.0625	0.25	cyclic	{'alpha': 0.0625, 'l1_ratio': 0.25, 'selection': 'cyclic'}	0.5976765155792236	0.5885508060455322	0.6103644371032715	0.6106007099151611	0.5672233700752258	0.5948831677436829	0.01612251119871121	3
0.030550670623779298	0.008636412139321656	0.004947233200073242	0.003309847132656647	0.0625	0.25	random	{'alpha': 0.0625, 'l1_ratio': 0.25, 'selection': 'random'}	0.5976765155792236	0.5885508060455322	0.6103644371032715	0.6077628135681152	0.5672233700752258	0.5943155884742737	0.015600706716544267	4
0.028357219696044923	0.007448916646774234	0.0014215469360351562	0.00046699885447342517	0.25	0.1	random	{'alpha': 0.25, 'l1_ratio': 0.1, 'selection': 'random'}	0.5690799355506897	0.5356484651565552	0.5848644971847534	0.5584376454353333	0.530629575252533	0.5557320237159729	0.020335537332040514	5
0.031139135360717773	0.008720645052077994	0.0017581462860107421	0.0007662583136918136	0.25	0.1	cyclic	{'alpha': 0.25, 'l1_ratio': 0.1, 'selection': 'cyclic'}	0.5690799355506897	0.5356484651565552	0.5848644971847534	0.5584376454353333	0.530629575252533	0.5557320237159729	0.020335537332040514	5
0.029753398895263673	0.00614478834981595	0.003066730499267578	0.0028635124755718223	0.0625	0.5	cyclic	{'alpha': 0.0625, 'l1_ratio': 0.5, 'selection': 'cyclic'}	0.5342301726341248	0.5249780416488647	0.564498245716095	0.5723225474357605	0.5061801075935364	0.5404418230056762	0.024684692993762147	7
0.03938999176025391	0.0064509602946705375	0.003113555908203125	0.0017779258509258249	0.0625	0.5	random	{'alpha': 0.0625, 'l1_ratio': 0.5, 'selection': 'random'}	0.5342301726341248	0.5249780416488647	0.564498245716095	0.5723225474357605	0.5061801075935364	0.5404418230056762	0.024684692993762147	7
0.03371734619140625	0.01038724813911685	0.0029073238372802736	0.0020923418376215543	0.0625	0.75	cyclic	{'alpha': 0.0625, 'l1_ratio': 0.75, 'selection': 'cyclic'}	0.5037657618522644	0.4649607837200165	0.5046049952507019	0.5140776634216309	0.46344688534736633	0.490171217918396	0.021514737429424627	9
0.0311281681060791	0.010170412292639822	0.004822158813476562	0.004263082439997198	0.0625	0.75	random	{'alpha': 0.0625, 'l1_ratio': 0.75, 'selection': 'random'}	0.5037657618522644	0.4649607837200165	0.5046049952507019	0.5140776634216309	0.46344688534736633	0.490171217918396	0.021514737429424627	9
0.03626298904418945	0.016555062430771175	0.0032111167907714843	0.0022871039377191996	0.0625	1	cyclic	{'alpha': 0.0625, 'l1_ratio': 1, 'selection': 'cyclic'}	0.5020443201065063	0.44745340943336487	0.4977203905582428	0.4802178144454956	0.43562042713165283	0.4726112723350525	0.026667854419067025	11
0.023734855651855468	0.007932087547359292	0.003047800064086914	0.0023355098758571593	0.0625	1	random	{'alpha': 0.0625, 'l1_ratio': 1, 'selection': 'random'}	0.5020443201065063	0.44425901770591736	0.4977203905582428	0.4802178144454956	0.43562042713165283	0.471972393989563	0.027293822545243786	12
0.035991477966308597	0.003804571670846353	0.004336643218994141	0.0030993531229175785	64	0.5	random	{'alpha': 64, 'l1_ratio': 0.5, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.029639387130737306	0.005191703685249654	0.00781102180480957	0.009867165721968331	64	1	random	{'alpha': 64, 'l1_ratio': 1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03359308242797852	0.008343252522162828	0.004732465744018555	0.0021400915508887216	64	1	cyclic	{'alpha': 64, 'l1_ratio': 1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.026146078109741212	0.01058799433268688	0.0017621994018554687	0.00035011264305785824	64	0.75	random	{'alpha': 64, 'l1_ratio': 0.75, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.028136491775512695	0.004327502122341276	0.0065953731536865234	0.0042730181141262865	64	0.75	cyclic	{'alpha': 64, 'l1_ratio': 0.75, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.02689981460571289	0.006020950256675616	0.004334688186645508	0.003752381260216865	64	0.5	cyclic	{'alpha': 64, 'l1_ratio': 0.5, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.027275753021240235	0.005917023204652388	0.0025449275970458986	0.001077084364407553	16	1	cyclic	{'alpha': 16, 'l1_ratio': 1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03598761558532715	0.010656898016916374	0.0029854774475097656	0.0027071802538516697	64	0.25	cyclic	{'alpha': 64, 'l1_ratio': 0.25, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.04013991355895996	0.007172589658056457	0.0042171478271484375	0.0016344077766030402	64	0.1	random	{'alpha': 64, 'l1_ratio': 0.1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.027224016189575196	0.008194660323825844	0.008728265762329102	0.004886414858666328	64	0.1	cyclic	{'alpha': 64, 'l1_ratio': 0.1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.027021265029907225	0.00856424007087392	0.0026045799255371093	0.0013264418674670197	16	1	random	{'alpha': 16, 'l1_ratio': 1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.030825471878051756	0.005597556888549648	0.0036524295806884765	0.0027010753851844592	256	0.1	cyclic	{'alpha': 256, 'l1_ratio': 0.1, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.034978723526000975	0.00881661035110694	0.0022824764251708984	0.0019659522289348142	16	0.75	random	{'alpha': 16, 'l1_ratio': 0.75, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.0346186637878418	0.008592234945665135	0.005480003356933594	0.002634620014921884	64	0.25	random	{'alpha': 64, 'l1_ratio': 0.25, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.028441905975341797	0.011494985449698632	0.001788187026977539	0.0006815448931913633	256	0.1	random	{'alpha': 256, 'l1_ratio': 0.1, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03337574005126953	0.004758439339044746	0.0019593238830566406	0.00031485160730967385	256	0.75	random	{'alpha': 256, 'l1_ratio': 0.75, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.03498268127441406	0.005383812070802577	0.0074882984161376955	0.0048024663736736094	256	0.25	random	{'alpha': 256, 'l1_ratio': 0.25, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.022981548309326173	0.0038453056705766214	0.001726675033569336	0.0002451112477865935	1024	0.75	random	{'alpha': 1024, 'l1_ratio': 0.75, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.02516002655029297	0.0036663145592689458	0.0026969432830810545	0.0019612762681115396	1024	0.75	cyclic	{'alpha': 1024, 'l1_ratio': 0.75, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.022821521759033202	0.006018028919360617	0.0013549327850341797	0.00011319967508370713	1024	0.5	random	{'alpha': 1024, 'l1_ratio': 0.5, 'selection': 'random'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
0.030754899978637694	0.005415105987027426	0.0031595706939697267	0.0027750265688116543	1024	0.5	cyclic	{'alpha': 1024, 'l1_ratio': 0.5, 'selection': 'cyclic'}	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13
