[-0.0205354  -0.011667    0.00040564 -0.04531092  0.01115383 -0.02646109
 -0.05276929  0.12131793 -0.03264284 -0.04558388 -0.00443949 -0.05724016
 -0.0490278   0.01927488 -0.01705895 -0.04220435  0.01931884 -0.01788433
 -0.05505097  0.03874809 -0.01323949  0.02045516 -0.07682684 -0.11420886
  0.00942079 -0.03390541  0.06402276  0.05233287  0.04802718 -0.0259528
 -0.01731167  0.04211723  0.05548951  0.          0.01496682  0.03282716
  0.02208714 -0.18727423  0.          0.          0.         -0.0033064
 -0.01190894 -0.00883866 -0.05353947  0.          0.00968708  0.
  0.01107942  0.00579496  0.00592503  0.00983507 -0.00445424 -0.01397454
  0.00686347  0.00231749 -0.01097121 -0.00839694  0.          0.00770704
 -0.00886642  0.00245845 -0.02237229 -0.03228228  0.02977682  0.
 -0.00442024  0.          0.          0.          0.         -0.00757188
 -0.02629017  0.          0.         -0.01141651 -0.00528148 -0.00238694
  0.00561766 -0.0018961  -0.00382603 -0.00602927  0.        ]
