[ 0.00000000e+00  7.70995658e-05  0.00000000e+00 -2.15481281e-03
  3.42182369e-03  0.00000000e+00  5.76012879e-03  3.75772100e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.22192690e-03
  2.60129676e-03  1.09229428e-03  0.00000000e+00  0.00000000e+00
  3.01579863e-03  0.00000000e+00  4.87289480e-02  2.61686360e-02
 -5.42699820e-03  8.82489470e-03  1.07308748e-02  2.13048872e-03
  1.68839984e-03  0.00000000e+00  1.88227626e-02  2.08354726e-02
  8.09395446e-04  1.79652119e-03  9.86588411e-03  2.01657692e-02
  4.18953381e-03  8.67333515e-03  3.12781315e-02  0.00000000e+00
  0.00000000e+00  2.58857850e-02  2.21356326e-03  0.00000000e+00
  6.48600323e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.14193996e-03  1.12902903e-03
  0.00000000e+00  5.20194405e-03  0.00000000e+00 -2.44520194e-04
  0.00000000e+00  0.00000000e+00  2.21344881e-03  4.19615734e-03
  0.00000000e+00  0.00000000e+00  9.54509810e-03  7.95218525e-05
  9.46253967e-03  5.39507259e-03  1.26857403e-02  1.36060163e-02
 -1.66492410e-02  4.04595030e-03  6.00972021e-03  3.79434240e-03
  3.77383268e-03 -5.44201333e-04  6.02808265e-03  2.45253854e-03
  8.21743668e-03  0.00000000e+00  0.00000000e+00 -1.94469786e-03
  0.00000000e+00  0.00000000e+00  3.77230556e-03  0.00000000e+00
  1.05508106e-03  0.00000000e+00  1.39565928e-03]
