[-4.68362454e-03  1.21648065e-03  0.00000000e+00  0.00000000e+00
  2.54839140e-03 -4.63745836e-03  0.00000000e+00  4.18328242e-02
  0.00000000e+00 -4.29116954e-03 -3.99101085e-03 -1.06107779e-02
  0.00000000e+00  1.65730401e-03  0.00000000e+00  0.00000000e+00
  6.79369223e-03  0.00000000e+00  5.68538111e-02  2.87680039e-02
 -5.72708033e-03  9.82576202e-03  0.00000000e+00 -8.53162721e-03
  3.28960468e-03 -6.10047224e-03  2.13096360e-02  2.27634830e-02
 -7.67095086e-03  5.76365432e-03  1.18723667e-02  2.05786456e-02
  6.84415393e-03  9.82911926e-03  3.28775222e-02  0.00000000e+00
  0.00000000e+00  6.05774279e-02  2.10617034e-03  1.57474795e-03
  1.24528448e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.34965617e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.88754835e-03 -2.79133924e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.21822243e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.10881476e-03  1.36105279e-03
  6.45085453e-03  0.00000000e+00  1.70633350e-02  2.55976678e-02
 -1.95615769e-02  9.06203452e-04  5.04643537e-03  4.21971423e-03
  0.00000000e+00  0.00000000e+00  4.18082681e-03  3.56268756e-03
  5.71621824e-03 -4.16381109e-06 -4.08926118e-03  6.83901825e-04
  0.00000000e+00 -2.11645671e-03  2.23395716e-03  1.27103030e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00]
