[-0.00294394 -0.00204145 -0.0070042  -0.0061068   0.00028602 -0.00566379
 -0.00959535  0.07505673  0.         -0.00865897 -0.00338568 -0.03073144
 -0.00851883  0.00573075 -0.00086657 -0.00333705  0.00929454 -0.00264842
 -0.02122111 -0.04179856 -0.00312889  0.00836976 -0.02561879 -0.01747593
  0.00314786 -0.00514272 -0.01526314 -0.01845204 -0.01328659  0.0137426
 -0.0140865  -0.02204855  0.01047573  0.01114943  0.02155076  0.00245031
  0.          0.10761615  0.01923426  0.01167706 -0.01211275  0.00467747
  0.         -0.00105718  0.00187878  0.         -0.00059693 -0.00356984
 -0.00447189 -0.00181493 -0.00304604  0.         -0.00377727  0.0022174
 -0.00153488  0.         -0.00651422  0.         -0.00388822  0.
  0.00349544  0.         -0.01738262 -0.03050398  0.01886692 -0.00364922
 -0.00280143 -0.00211295 -0.00013312  0.00064956 -0.00590895 -0.01458045
 -0.02813063 -0.00070483 -0.00287291 -0.00154964 -0.00131416  0.
  0.         -0.00499695 -0.00439388 -0.00501299 -0.0097827 ]
