[-6.29852427e-03 -2.13675074e-02 -4.83143608e-05 -2.03330632e-02
 -5.73643265e-03 -2.77954310e-02 -4.37894042e-02  1.15296199e-01
 -1.35667472e-02 -5.16545662e-02 -3.02499075e-03 -7.92004975e-02
 -4.80253522e-02  1.70833534e-02 -2.26882543e-03 -4.59616294e-02
  3.86228942e-02 -2.31775232e-02 -6.20644729e-02  2.89525929e-02
 -1.42368025e-02  6.32416676e-03 -8.52095325e-02 -1.30502399e-01
  2.81800591e-02 -3.33758402e-02  7.27786314e-02  3.84783843e-02
  5.85573056e-02  0.00000000e+00 -1.60007690e-02  4.41456617e-02
  5.29384690e-02 -4.22285603e-03  2.42395704e-02  3.76761019e-02
  4.18473246e-02 -1.96971843e-01 -1.23944036e-02  9.06693591e-03
 -1.61654689e-02 -4.19734342e-03 -1.35328595e-02 -6.87107239e-03
 -1.82633487e-02  4.98609479e-03  3.70288166e-03 -4.70372948e-03
  4.82328372e-03  0.00000000e+00 -2.39469081e-03 -1.65071763e-02
  1.35860764e-02  4.08526871e-03  2.80112935e-03  6.70559375e-03
  2.61505873e-03 -1.94807892e-02 -1.00989875e-02  3.38781343e-03
 -2.08699237e-02  0.00000000e+00 -1.27192714e-02 -3.81240328e-02
  2.68100571e-02 -2.96144641e-02 -2.84805015e-02 -3.63795479e-02
 -3.64375178e-02 -2.83620602e-02 -1.08924664e-02  3.79142857e-03
 -9.95159864e-03 -1.90531475e-02  1.65834901e-02  2.41597989e-02
  1.68527277e-02  3.76567871e-02  1.26452118e-02  3.70630294e-02
  0.00000000e+00  5.92124410e-03  0.00000000e+00]
