chromosomes	precision	sensitivity	precision text	sensitivity text
1	0.9369369369369369	0.5024154589371981	0.94 (104 / 111)	0.50 (104 / 207)
2	0.9325842696629213	0.5424836601307189	0.93 (83 / 89)	0.54 (83 / 153)
3	0.9021739130434783	0.6148148148148148	0.90 (83 / 92)	0.61 (83 / 135)
4	1.0	0.47297297297297297	1.00 (35 / 35)	0.47 (35 / 74)
5	0.9333333333333333	0.6422018348623854	0.93 (70 / 75)	0.64 (70 / 109)
6	0.921875	0.6082474226804123	0.92 (59 / 64)	0.61 (59 / 97)
7	0.9814814814814815	0.6708860759493671	0.98 (53 / 54)	0.67 (53 / 79)
8	0.9090909090909091	0.5263157894736842	0.91 (40 / 44)	0.53 (40 / 76)
9	1.0	0.7058823529411765	1.00 (72 / 72)	0.71 (72 / 102)
10	0.9285714285714286	0.6341463414634146	0.93 (52 / 56)	0.63 (52 / 82)
11	0.9325842696629213	0.5845070422535211	0.93 (83 / 89)	0.58 (83 / 142)
12	0.9452054794520548	0.6388888888888888	0.95 (69 / 73)	0.64 (69 / 108)
13	0.7894736842105263	0.40540540540540543	0.79 (15 / 19)	0.41 (15 / 37)
14	1.0	0.6119402985074627	1.00 (41 / 41)	0.61 (41 / 67)
15	0.9782608695652174	0.6	0.98 (45 / 46)	0.60 (45 / 75)
16	0.9827586206896551	0.6195652173913043	0.98 (57 / 58)	0.62 (57 / 92)
17	0.935064935064935	0.5806451612903226	0.94 (72 / 77)	0.58 (72 / 124)
18	0.9523809523809523	0.6666666666666666	0.95 (20 / 21)	0.67 (20 / 30)
19	0.9420289855072463	0.625	0.94 (65 / 69)	0.62 (65 / 104)
20	0.9736842105263158	0.6727272727272727	0.97 (37 / 38)	0.67 (37 / 55)
21	1.0	0.5909090909090909	1.00 (13 / 13)	0.59 (13 / 22)
22	0.9285714285714286	0.5531914893617021	0.93 (26 / 28)	0.55 (26 / 47)
X	1.0	0.9607843137254902	1.00 (147 / 147)	0.96 (147 / 153)
