[-6.49009804e-04 -4.57650888e-03 -8.73133072e-03 -4.36364167e-03
  0.00000000e+00 -4.02550982e-03 -5.85324575e-03  7.79685414e-02
  1.14563193e-03 -1.03021513e-02 -1.72416758e-03 -3.17691190e-02
 -3.83927524e-03  0.00000000e+00  5.52995658e-03 -2.99899004e-03
  5.01539110e-03  0.00000000e+00  6.21662237e-02  3.90754991e-02
  3.53611078e-03  1.98454243e-02 -1.50114608e-02 -1.99526588e-02
  4.62629070e-03 -6.14931651e-03  3.24791700e-02  1.81884910e-02
 -1.21528195e-02  1.46438210e-02  2.56445969e-02  2.59134960e-02
  1.11823491e-02  1.43668651e-02  3.41274565e-02  2.59499556e-03
  5.40702982e-03 -2.35483209e-01 -7.06931759e-03  7.80364115e-03
 -9.64955025e-03  6.84539015e-03  0.00000000e+00 -1.83285448e-03
  0.00000000e+00  0.00000000e+00 -2.16672132e-04  0.00000000e+00
 -2.85319023e-03  0.00000000e+00  0.00000000e+00 -8.10327434e-04
 -3.95201858e-03  0.00000000e+00 -3.51046839e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -5.76116580e-03 -3.04324448e-03
 -1.80127044e-03  1.67799665e-03 -8.51460979e-03 -1.14265578e-02
  1.06086706e-02  0.00000000e+00  6.73302349e-04 -2.20382069e-03
  2.13169874e-03 -1.58612186e-03 -3.72075610e-03 -4.29711901e-03
 -1.38439551e-02  0.00000000e+00  0.00000000e+00 -1.32312447e-03
 -3.76985528e-05  0.00000000e+00 -4.96663152e-03 -3.74277704e-03
 -4.06171494e-03  6.88313831e-03  9.40759887e-03]
