[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.31025140e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.67510290e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.07951322e-02  2.16995840e-02
  0.00000000e+00  3.37724366e-03  8.62468981e-03  8.92435569e-03
  9.81442647e-04  0.00000000e+00  1.79117483e-02  1.12546047e-02
  6.66275638e-04  4.84995377e-04  1.14812477e-02  1.74483900e-02
  2.61140398e-03  1.00483193e-02  2.85501686e-02  0.00000000e+00
  0.00000000e+00  3.72008592e-02  6.97415933e-03  8.60185589e-04
  1.08762189e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.08964017e-03  0.00000000e+00
  1.21356993e-03  3.77168121e-03  0.00000000e+00  0.00000000e+00
  0.00000000e+00  2.20237960e-04  7.09508183e-05  5.41213433e-03
  5.22432661e-04  0.00000000e+00  1.29401264e-03  0.00000000e+00
  5.05070127e-03  0.00000000e+00  1.19478464e-02  1.47841992e-02
 -1.75255554e-02  8.67651901e-03  1.09656860e-02  4.94136463e-03
  6.84731383e-03  2.39359216e-04  6.04472778e-03  0.00000000e+00
  3.77609779e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -4.04586568e-05  0.00000000e+00  2.65934728e-03  0.00000000e+00
  3.24286099e-02  0.00000000e+00  0.00000000e+00]
