[-0.00523902 -0.00325348 -0.00484916 -0.010518    0.00357015 -0.00282132
 -0.00572678  0.03264771  0.         -0.00614839 -0.005246   -0.02249757
 -0.00816083  0.00027067  0.00479215  0.          0.00260829 -0.00085014
 -0.01999329 -0.0171701  -0.00158315  0.00881676  0.00224881  0.00520653
  0.00262485  0.00302085 -0.00653487 -0.01061673 -0.00352074  0.00856422
 -0.01667116 -0.014286    0.00698971  0.01273093  0.03189166  0.00213256
  0.         -0.11128917 -0.00479346  0.00484912 -0.01295068  0.00221589
  0.          0.          0.          0.          0.         -0.00506989
  0.          0.          0.          0.         -0.00623062  0.
  0.          0.         -0.00324452 -0.002486   -0.00628807  0.
 -0.01647824  0.         -0.02975682 -0.05695318 -0.08227139 -0.00565066
 -0.00101638 -0.00207109 -0.00027912 -0.00508719 -0.01244854 -0.00759535
 -0.0192395   0.          0.         -0.00780594  0.          0.
  0.         -0.00338787 -0.00463997 -0.00305638  0.        ]
