[-0.00458451  0.00170209  0.         -0.00684087  0.         -0.004098
 -0.00724234  0.04800179 -0.00197141 -0.00489774 -0.00389821 -0.01188476
 -0.00598963  0.0029821  -0.00103515 -0.00421181  0.00940503 -0.00253207
  0.05925404  0.02770298 -0.00558418  0.01339542  0.          0.00340897
  0.00361349 -0.004956    0.02393556  0.02140049 -0.00228831  0.00730194
  0.01109493  0.01826197  0.0098222   0.01349053  0.04068223  0.00089317
  0.00083123  0.02625282  0.00308212  0.00381849  0.00632571 -0.00151718
  0.          0.          0.00217493  0.          0.00178127  0.
  0.          0.00456328 -0.00367602  0.00165478  0.          0.00060569
  0.00445367  0.         -0.0001871   0.          0.00120586  0.00424374
  0.00467531  0.          0.01286362  0.01587404 -0.01330289  0.00290782
  0.00439897  0.00695358  0.00187871  0.0029563   0.00587052  0.00460561
  0.00877503  0.00045977 -0.00398227  0.00340357  0.         -0.00321238
  0.00298697  0.          0.         -0.00364457 -0.00217043]
