[ 0.         -0.00457076  0.         -0.00950319  0.          0.
 -0.007199    0.03528302 -0.00167236 -0.00304082  0.         -0.01834944
 -0.00703693 -0.00335393  0.0016951   0.          0.          0.
 -0.02034169 -0.0268355   0.          0.00029559  0.01081504  0.02856114
 -0.00701762  0.         -0.0139752  -0.03046272  0.          0.00914644
 -0.01510042 -0.02613763  0.00707917 -0.0219423  -0.06237984  0.00109604
  0.00478697 -0.19662671 -0.0113813   0.         -0.00780928  0.00664646
 -0.00613165  0.         -0.01713006  0.         -0.00232619 -0.00217473
 -0.00360975 -0.00252029  0.00317621  0.00439422  0.          0.
 -0.00486518 -0.00574015  0.          0.         -0.0023656   0.
 -0.00799049 -0.00119489 -0.03394352 -0.05298396  0.03152681  0.
 -0.00611057 -0.00309329  0.         -0.00148001 -0.01010385 -0.00374097
 -0.0091694  -0.00112146  0.00472406 -0.00401303  0.          0.
 -0.00579364  0.         -0.00174397  0.00358981  0.        ]
