[-0.00459387 -0.00231943 -0.00408483 -0.00526348  0.00391399 -0.00541138
 -0.01046591  0.07845606  0.         -0.01179318 -0.00288124 -0.02975572
 -0.00772084  0.00556623  0.         -0.00676497  0.00988298 -0.00584034
  0.02205611  0.03247567  0.          0.01787037 -0.01353806 -0.01602698
  0.00208003 -0.00801487  0.02842343 -0.00748937 -0.01452278  0.01414423
  0.00203628 -0.00655428  0.00892372  0.01382194  0.04212274  0.00592568
  0.001762   -0.17051003  0.          0.01066826 -0.00681145  0.00675231
  0.         -0.00099773  0.          0.         -0.00187159 -0.00378831
 -0.00502755  0.         -0.00330139  0.          0.          0.
 -0.0023333   0.00129072 -0.00255267  0.         -0.00240576  0.
  0.          0.00344167 -0.03308099 -0.05956083  0.03854049  0.
  0.         -0.00069809  0.00411615 -0.00132382 -0.00281249 -0.00612394
 -0.01905554 -0.00326284 -0.00277951  0.         -0.00522489 -0.00492134
 -0.00072006  0.         -0.00345387 -0.00555414 -0.01195716]
