[-6.10183448e-04 -3.48644568e-03 -6.44204710e-03 -5.08583598e-03
 -2.17836684e-03 -2.40121879e-03 -7.39188745e-03  7.52759092e-02
  0.00000000e+00 -8.22439134e-03 -1.59714153e-03 -2.91624829e-02
 -5.40629833e-03  2.40951471e-03  5.54887748e-03 -5.17636644e-03
  2.48045452e-03 -4.15121702e-03 -1.08620305e-02 -9.97211491e-03
  2.47128859e-03  1.14825097e-02  5.11767105e-03  6.14572721e-03
  1.41049310e-03  4.01172846e-03  5.57379150e-03 -2.66387977e-02
 -7.96744191e-04  1.29739383e-02 -1.09660598e-02 -2.93666490e-02
  1.15222357e-02  1.85305646e-02  3.55298235e-02  7.65366474e-03
  2.61766138e-03 -8.29107779e-02  7.83156775e-03  1.01864711e-02
  2.30031566e-02  5.89948109e-03  2.97477192e-03 -3.83986911e-04
  2.76128884e-03  0.00000000e+00 -2.84419354e-03 -2.27540567e-03
 -6.81557085e-04 -3.37342032e-03 -1.62387322e-03 -4.22584875e-03
 -1.36333082e-03 -8.43602605e-04 -1.90680651e-03 -7.01539609e-04
 -9.27105888e-04 -1.78713310e-03 -2.45836079e-03 -7.14385936e-04
  2.99756346e-03 -6.44360146e-05  3.01430165e-02  5.48123458e-02
 -3.07727035e-02 -1.66574269e-03 -3.12369612e-03  1.28379013e-03
  3.30491109e-03 -1.94391337e-03 -8.69822198e-03  1.91731330e-03
  1.35247453e-02  0.00000000e+00 -2.83899186e-03  2.41195184e-03
 -3.26376197e-04 -2.14620739e-03 -2.41402642e-03 -5.83840203e-03
 -4.07970218e-03  5.08285675e-03  1.06786940e-02]
