[-0.0054201  -0.00398966  0.         -0.01535214  0.00389441 -0.00490163
 -0.0133189   0.03787768 -0.00302481 -0.00644763  0.         -0.02120674
 -0.00879442  0.00520866  0.         -0.00871254  0.00993893 -0.00169751
 -0.0115003  -0.00766111  0.          0.00356152 -0.0082214   0.0350726
 -0.00542374 -0.0037138   0.01201339 -0.02570164 -0.00342006  0.00447557
 -0.01869293 -0.02646187  0.00861745  0.00816703  0.02419807  0.00253262
  0.         -0.28285666 -0.01298317  0.00948504 -0.00232102  0.
 -0.00932502  0.          0.          0.          0.         -0.00370787
 -0.00341302  0.          0.          0.         -0.00083938  0.
 -0.00117825 -0.00262544  0.          0.          0.          0.
 -0.00805498  0.         -0.03443334 -0.0611603   0.02319105  0.
 -0.00371331 -0.00437757  0.00573706 -0.00098116 -0.01069714 -0.00927418
 -0.01626918 -0.00156364  0.00286086 -0.00466746 -0.00432676  0.
  0.          0.         -0.00381491 -0.00257845 -0.00416621]
