[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.30487621e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.23703934e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.57336270e-02  1.89514085e-02
  0.00000000e+00  5.57922752e-04  4.87782317e-03  1.84901681e-02
  0.00000000e+00  0.00000000e+00  1.60589956e-02  0.00000000e+00
 -8.56383812e-05  1.95313854e-03  6.02613461e-03  1.45121328e-03
  2.46609583e-03  1.06837406e-02  3.33652174e-02  0.00000000e+00
  0.00000000e+00  4.45545066e-02  8.33469683e-03  3.14796202e-03
  1.01959757e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.62327659e-03  0.00000000e+00
  0.00000000e+00  3.05279764e-03  0.00000000e+00  0.00000000e+00
  0.00000000e+00  9.54047696e-04  1.58324170e-03  3.92135917e-03
  7.13070467e-04  0.00000000e+00  1.31666665e-03  0.00000000e+00
  4.59777682e-03  0.00000000e+00  1.20428314e-02  1.93282276e-02
 -1.75830938e-02  9.80573572e-03  1.19981822e-02  7.00389515e-03
  6.61948484e-03  3.00809354e-03  8.04728841e-03  1.33625171e-03
  3.41710712e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -6.85324607e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00
  3.87653135e-02  0.00000000e+00  0.00000000e+00]
