[-0.00618936  0.          0.         -0.00639238  0.          0.
 -0.00487498  0.0369754  -0.0033033  -0.00583369 -0.00401013 -0.00905473
 -0.0072869   0.          0.          0.          0.0069995  -0.00350676
  0.0426661   0.02409549 -0.00297701  0.00815458  0.00386635  0.01031989
  0.00213001  0.          0.02108584  0.01532475  0.          0.00629872
  0.00992673  0.01455786  0.00698868  0.01355308  0.03048583  0.
  0.          0.06022393  0.00399576  0.00243646  0.0065231   0.
 -0.00423305  0.          0.          0.          0.          0.
  0.          0.004312    0.          0.          0.          0.
  0.00381822  0.          0.          0.          0.          0.00180034
  0.00612644  0.          0.01725182  0.02402099 -0.01749428  0.00306729
  0.00459527  0.00647348  0.00344065  0.          0.00678612  0.00380771
  0.00675214  0.          0.          0.00162789  0.          0.
  0.00370021  0.          0.00138378  0.          0.        ]
